Player,GP,MIN,PTS,FG%,3PA,3P%,REB,AST,TO,STL,BLK,Close FGA,Close FG%,Mid FGA,Mid FG%,Post_Ups,Drives,Height,Pos,TEAM,Class
Aaron Gordon: 2015,78.0,23.9,9.2,47.3,1.8,29.6,6.5,1.6,0.8,0.8,0.7,4.3,60.5,1.3,31.7,0.6,2.2,81.0,PF,ORL,2
Al Horford: 2015,82.0,32.1,15.2,50.5,3.1,34.4,7.3,3.2,1.3,0.8,1.5,5.6,64.3,4.1,44.4,3.8,2.1,82.0,C,ATL,2
Al Jefferson: 2015,47.0,23.3,12.0,48.5,0.0,0.0,6.4,1.5,0.7,0.6,0.9,6.8,51.5,4.0,43.9,11.3,0.0,82.0,C,CHA,3
Andre Drummond: 2015,81.0,32.9,16.2,52.1,0.1,33.3,14.8,0.8,1.9,1.5,1.4,12.2,54.1,0.8,25.0,6.0,0.9,83.0,C,DET,5
Andrew Bogut: 2015,70.0,20.7,5.4,62.7,0.0,100.0,7.0,2.3,1.2,0.5,1.6,3.8,65.8,0.1,30.0,2.5,0.1,84.0,C,GSW,2
Andrew Wiggins: 2015,81.0,35.1,20.7,45.9,2.3,30.0,3.6,2.0,2.2,1.0,0.6,8.1,59.3,5.6,34.1,3.9,7.5,80.0,SF,MIN,5
Blake Griffin: 2015,35.0,33.4,21.4,49.9,0.5,33.3,8.4,4.9,2.4,0.8,0.5,7.8,64.1,9.0,38.1,6.9,3.5,82.0,PF,LAC,5
Bojan Bogdanovic: 2015,79.0,26.8,11.2,43.3,4.3,38.2,3.2,1.3,1.5,0.4,0.1,3.8,50.0,1.4,40.0,1.0,3.6,80.0,SF,BKN,1
Bradley Beal: 2015,55.0,31.1,17.4,44.9,4.9,38.7,3.4,2.9,2.0,1.0,0.2,5.6,55.4,4.1,36.3,0.5,7.4,77.0,SG,WAS,4
CJ McCollum: 2015,80.0,34.7,20.8,44.8,5.9,41.7,3.2,4.3,2.5,1.2,0.3,6.2,48.4,5.8,44.6,0.1,11.3,76.0,SG,POR,0
CJ Miles: 2015,64.0,22.9,11.8,40.9,6.0,36.7,2.7,1.0,1.1,0.8,0.5,2.6,50.0,1.3,41.9,0.1,2.2,78.0,SF,IND,1
Chris Bosh: 2015,53.0,33.5,19.1,46.7,4.2,36.5,7.4,2.4,1.5,0.7,0.6,4.9,57.1,5.4,45.1,2.9,4.4,83.0,PF,MIA,2
Chris Paul: 2015,74.0,32.7,19.5,46.2,4.4,37.1,4.2,10.0,2.6,2.1,0.2,4.4,56.8,6.2,45.7,1.4,11.0,72.0,PG,LAC,0
D'Angelo Russell: 2015,80.0,28.2,13.2,41.0,4.6,35.1,3.4,3.3,2.5,1.2,0.2,4.4,50.0,3.0,35.9,0.6,5.4,77.0,PG,LAL,4
DeAndre Jordan: 2015,77.0,33.7,12.7,70.3,0.0,0.0,13.8,1.2,1.4,0.7,2.3,6.5,70.8,0.0,33.3,1.6,0.2,83.0,C,LAC,3
DeMar DeRozan: 2015,78.0,35.9,23.5,44.6,1.8,33.8,4.5,4.0,2.2,1.0,0.3,8.7,51.7,7.1,38.0,2.0,16.8,79.0,SG,TOR,0
DeMarcus Cousins: 2015,65.0,34.6,26.9,45.1,3.2,33.3,11.5,3.3,3.8,1.6,1.4,13.2,50.8,4.1,35.5,9.3,9.3,83.0,C,SAC,5
DeMarre Carroll: 2015,26.0,30.2,11.0,38.9,4.5,39.0,4.7,1.0,1.1,1.7,0.2,4.5,44.4,1.4,19.4,0.1,3.5,80.0,SF,TOR,4
Derrick Rose: 2015,66.0,31.8,16.4,42.7,2.3,29.3,3.4,4.7,2.7,0.7,0.2,8.3,47.0,5.3,41.9,0.2,13.5,75.0,PG,CHI,0
Ish Smith: 2015,77.0,29.1,12.6,41.1,2.2,32.9,4.0,6.5,2.3,1.1,0.3,6.9,46.4,3.4,35.1,0.1,15.4,72.0,PG,PHI,4
JR Smith: 2015,77.0,30.7,12.4,41.5,6.6,40.0,2.8,1.7,0.8,1.1,0.3,2.2,50.0,2.2,37.8,0.1,2.7,78.0,SG,CLE,1
James Harden: 2015,82.0,38.1,29.0,43.9,8.0,35.9,6.1,7.5,4.6,1.7,0.6,7.9,53.2,3.9,40.5,1.9,14.5,77.0,SG,HOU,0
Jeff Green: 2015,80.0,28.2,11.7,43.0,2.7,31.5,4.2,1.7,1.2,0.7,0.5,5.5,50.9,2.2,37.8,1.8,4.3,81.0,SF,LAC,2
Jeff Teague: 2015,79.0,28.5,15.7,43.9,3.5,40.1,2.7,5.9,2.8,1.2,0.3,7.1,49.3,1.9,32.5,0.3,15.1,74.0,PG,ATL,4
Kevin Durant: 2015,72.0,35.8,28.2,50.5,6.7,38.7,8.2,5.0,3.5,1.0,1.2,7.0,62.9,5.5,49.5,2.7,8.2,81.0,SF,OKC,0
Kevin Love: 2015,77.0,31.5,16.0,41.9,5.7,36.0,9.9,2.4,1.8,0.8,0.5,4.7,48.9,2.4,42.5,6.1,1.7,82.0,PF,CLE,2
Klay Thompson: 2015,80.0,33.3,22.1,47.0,8.1,42.5,3.8,2.1,1.7,0.8,0.6,5.5,56.4,3.8,42.3,1.5,5.1,79.0,SG,GSW,4
Kristaps Porzingis: 2015,72.0,28.4,14.3,42.1,3.4,33.3,7.3,1.3,1.7,0.7,1.9,5.1,47.1,3.9,43.9,4.1,2.0,87.0,PF,NYK,2
Kyle Korver: 2015,80.0,30.0,9.2,43.4,5.0,39.8,3.3,2.1,1.2,0.8,0.4,0.6,66.7,2.1,49.1,0.0,0.7,79.0,SG,ATL,1
Kyle Lowry: 2015,77.0,37.0,21.2,42.7,7.1,38.8,4.7,6.4,2.9,2.1,0.4,5.8,50.0,2.7,37.6,0.3,12.7,72.0,PG,TOR,0
LaMarcus Aldridge: 2015,74.0,30.6,18.0,51.3,0.2,0.0,8.5,1.5,1.3,0.5,1.1,6.8,61.8,7.1,43.6,8.0,1.2,83.0,PF,SAS,5
Larry Nance Jr: 2015,63.0,20.1,5.5,52.7,0.2,10.0,5.0,0.7,0.7,0.9,0.4,2.9,65.5,1.6,38.8,0.4,0.7,81.0,PF,LAL,3
Lavoy Allen: 2015,79.0,20.2,5.4,51.6,0.0,0.0,5.4,1.0,0.9,0.3,0.5,3.1,58.1,1.6,35.5,2.2,0.2,81.0,PF,IND,3
LeBron James: 2015,76.0,35.6,25.3,52.0,3.7,30.9,7.4,6.8,3.3,1.4,0.6,10.8,64.8,4.1,37.5,4.4,11.1,80.0,SF,CLE,0
Matthew Dellavedova: 2015,76.0,24.6,7.5,40.5,3.1,41.0,2.1,4.4,1.5,0.6,0.1,2.4,41.7,1.2,38.2,0.1,5.5,76.0,PG,CLE,1
Michael Carter-Williams: 2015,54.0,30.5,11.5,45.2,1.0,27.3,5.1,5.2,2.8,1.5,0.8,6.6,51.5,2.6,36.6,0.9,11.5,78.0,PG,MIL,4
Monta Ellis: 2015,81.0,33.8,13.8,42.7,3.5,30.9,3.3,4.7,2.5,1.9,0.5,4.5,53.3,4.7,40.1,0.2,6.8,75.0,SG,IND,4
Nicolas Batum: 2015,70.0,35.0,14.9,42.6,5.7,34.8,6.1,5.8,2.9,0.9,0.6,3.0,60.0,3.8,40.3,1.8,5.3,80.0,SF,CHA,4
Nikola Jokic: 2015,80.0,21.7,10.0,51.2,1.1,33.3,7.0,2.4,1.3,1.0,0.6,5.4,57.4,1.1,39.3,3.3,0.6,82.0,C,DEN,2
Nikola Vucevic: 2015,65.0,31.3,18.2,51.0,0.1,22.2,8.9,2.8,1.9,0.8,1.1,8.4,56.0,7.6,46.0,10.6,2.6,84.0,C,ORL,5
PJ Tucker: 2015,82.0,31.0,8.0,41.1,2.5,33.0,6.2,2.2,1.4,1.3,0.2,3.8,47.4,0.7,33.3,1.2,2.5,78.0,SF,PHX,1
Ricky Rubio: 2015,76.0,30.6,10.1,37.4,2.5,32.6,4.3,8.7,2.5,2.1,0.1,2.1,42.9,3.2,35.4,0.1,8.7,76.0,PG,MIN,4
Russell Westbrook: 2015,80.0,34.4,23.5,45.4,4.3,29.6,7.8,10.4,4.3,2.0,0.3,9.6,54.2,4.2,42.9,1.4,16.1,75.0,PG,OKC,0
Stephen Curry: 2015,79.0,34.2,30.1,50.4,11.2,45.4,5.4,6.7,3.3,2.1,0.2,6.5,61.5,2.5,42.5,0.3,8.0,75.0,PG,GSW,0
Steven Adams: 2015,80.0,25.2,8.0,61.3,0.0,0.0,6.7,0.8,1.1,0.5,1.1,5.1,62.7,0.2,42.9,0.9,0.2,84.0,C,OKC,3
Taj Gibson: 2015,73.0,26.5,8.6,52.6,0.0,0.0,6.9,1.5,1.1,0.6,1.1,5.1,56.9,1.7,38.9,3.9,0.4,81.0,PF,CHI,3
Tobias Harris: 2015,76.0,33.1,14.7,46.9,3.1,33.5,6.7,2.2,1.4,0.9,0.5,6.5,55.4,2.1,38.2,2.7,5.3,81.0,PF,DET,2
Tony Parker: 2015,72.0,27.5,11.9,49.3,0.9,41.5,2.4,5.3,1.8,0.8,0.2,5.0,56.0,3.9,42.5,0.1,12.3,74.0,PG,SAS,4
Tristan Thompson: 2015,82.0,27.7,7.8,58.8,0.0,0.0,9.0,0.8,0.7,0.5,0.6,4.9,61.2,0.2,29.4,0.5,0.4,81.0,PF,CLE,3
Tyson Chandler: 2015,66.0,24.5,7.2,58.3,0.0,0.0,8.7,1.0,1.4,0.5,0.7,4.3,62.8,0.5,12.9,0.9,0.2,85.0,C,PHX,3
Victor Oladipo: 2015,72.0,33.0,16.0,43.8,3.9,34.8,4.8,3.9,2.1,1.6,0.8,5.8,50.0,3.8,43.2,0.1,8.0,76.0,SG,ORL,4
Wesley Johnson: 2015,80.0,20.8,6.9,40.4,3.9,33.3,3.1,0.6,0.7,1.1,0.7,1.1,63.6,1.5,38.8,0.2,0.3,79.0,SF,LAC,1
Wesley Matthews: 2015,78.0,33.9,12.5,38.8,6.7,36.0,3.1,1.9,1.0,1.0,0.2,2.3,47.8,1.9,41.1,2.4,3.5,77.0,SF,DAL,4
Will Barton: 2015,82.0,28.7,14.4,43.2,4.0,34.5,5.8,2.5,1.7,0.9,0.5,5.9,52.5,2.1,34.1,0.1,7.3,78.0,SG,DEN,4
Andre Roberson: 2016,79.0,30.1,6.6,46.4,2.3,24.5,5.1,1.0,0.6,1.2,1.0,3.4,64.7,0.1,28.6,0.1,1.2,79.0,SF,OKC,2
Andrew Bogut: 2016,27.0,21.6,2.9,46.9,0.0,0.0,8.1,1.8,1.6,0.5,0.9,2.9,48.3,0.1,66.7,1.3,0.3,84.0,C,CLE,3
Anthony Davis: 2016,75.0,36.1,28.0,50.5,1.8,29.9,11.8,2.1,2.4,1.3,2.2,10.9,59.6,7.6,42.8,6.5,5.1,83.0,C,NOP,5
Austin Rivers: 2016,74.0,27.8,12.0,44.2,4.0,37.1,2.2,2.8,1.6,0.6,0.1,5.0,52.0,0.8,32.8,0.1,8.4,76.0,SG,LAC,4
Bojan Bogdanovic: 2016,81.0,25.7,13.7,44.5,4.8,36.7,3.4,1.4,1.6,0.4,0.1,4.3,55.8,1.4,36.4,0.4,5.2,80.0,SF,WAS,1
Bradley Beal: 2016,77.0,34.9,23.1,48.2,7.2,40.4,3.1,3.5,2.0,1.1,0.3,6.4,56.3,3.7,47.9,0.4,8.5,77.0,SG,WAS,0
Brandon Rush: 2016,47.0,21.9,4.2,37.4,2.4,38.6,2.1,1.0,0.6,0.5,0.5,0.9,33.3,0.7,32.3,0.0,1.1,78.0,SG,MIN,1
Brook Lopez: 2016,75.0,29.6,20.5,47.4,5.2,34.6,5.4,2.3,2.5,0.5,1.7,8.7,56.3,1.8,40.7,9.8,3.3,84.0,C,BKN,5
CJ McCollum: 2016,80.0,34.9,23.0,48.0,5.5,42.1,3.6,3.6,2.2,0.9,0.5,6.5,53.8,6.0,47.7,0.2,10.1,75.0,SG,POR,0
Carmelo Anthony: 2016,74.0,34.3,22.4,43.3,5.7,35.9,5.9,2.9,2.1,0.8,0.5,4.1,48.8,9.0,45.4,6.3,2.3,80.0,SF,NYK,5
Chris Paul: 2016,61.0,31.5,18.1,47.6,5.0,41.1,5.0,9.2,2.4,2.0,0.1,2.6,57.7,5.3,50.9,1.6,9.7,72.0,PG,LAC,0
Damian Lillard: 2016,75.0,35.9,27.0,44.4,7.7,37.0,4.9,5.9,2.6,0.9,0.3,8.3,51.8,3.9,43.1,0.0,13.8,75.0,PG,POR,0
DeAndre Jordan: 2016,81.0,31.7,12.7,71.4,0.0,0.0,13.8,1.2,1.4,0.6,1.7,7.1,71.8,0.0,0.0,2.1,0.1,83.0,C,LAC,3
DeMar DeRozan: 2016,74.0,35.4,27.3,46.7,1.7,26.6,5.2,3.9,2.4,1.1,0.2,9.1,56.0,10.1,41.2,2.0,15.3,79.0,SG,TOR,0
DeMarcus Cousins: 2016,72.0,34.2,27.0,45.2,5.0,36.1,11.0,4.6,3.7,1.4,1.3,11.3,52.2,3.6,35.7,9.9,8.9,83.0,C,NOP,5
Derrick Rose: 2016,64.0,32.5,18.0,47.1,0.9,21.7,3.8,4.4,2.3,0.7,0.3,9.9,51.5,4.4,44.0,0.6,13.8,75.0,PG,NYK,0
Devin Booker: 2016,78.0,35.0,22.1,42.3,5.2,36.3,3.2,3.4,3.1,0.9,0.3,6.6,51.5,6.6,38.7,2.2,8.6,78.0,SG,PHX,0
Dion Waiters: 2016,46.0,30.1,15.8,42.4,4.7,39.5,3.3,4.3,2.2,0.9,0.4,6.2,46.8,3.5,38.8,0.1,14.0,76.0,SG,MIA,4
Dirk Nowitzki: 2016,54.0,26.4,14.2,43.7,3.9,37.8,6.5,1.5,0.9,0.6,0.7,2.0,55.0,6.7,44.3,3.4,0.2,84.0,PF,DAL,2
Domantas Sabonis: 2016,81.0,20.1,5.9,39.9,2.0,32.1,3.6,1.0,1.0,0.5,0.4,3.0,43.3,1.0,40.7,1.7,1.5,83.0,PF,OKC,1
Draymond Green: 2016,76.0,32.5,10.2,41.8,3.5,30.8,7.9,7.0,2.4,2.0,1.4,4.6,52.2,0.4,20.6,3.7,2.3,79.0,PF,GSW,2
Dwyane Wade: 2016,60.0,29.9,18.3,43.4,2.4,31.0,4.5,3.8,2.3,1.4,0.7,7.2,51.4,6.3,39.6,3.1,9.2,76.0,SG,CHI,0
Enes Kanter: 2016,72.0,21.3,14.3,54.5,0.5,13.2,6.7,0.9,1.7,0.4,0.5,8.0,61.3,1.6,38.5,7.7,0.7,83.0,C,OKC,3
Gordon Hayward: 2016,73.0,34.5,21.9,47.1,5.1,39.8,5.4,3.5,1.9,1.0,0.3,6.2,61.3,4.4,38.4,1.0,9.2,80.0,SF,UTA,0
Jahlil Okafor: 2016,50.0,22.7,11.8,51.4,0.0,0.0,4.8,1.2,1.8,0.4,1.0,8.1,54.3,1.5,32.4,6.7,3.2,83.0,C,PHI,3
James Johnson: 2016,76.0,27.4,12.8,47.9,3.4,34.0,4.9,3.6,2.3,1.0,1.1,5.4,59.3,1.3,40.2,1.6,6.8,81.0,PF,MIA,2
Jeff Teague: 2016,82.0,32.4,15.3,44.2,3.1,35.7,4.0,7.8,2.6,1.2,0.4,6.3,47.6,1.7,45.4,0.2,13.6,74.0,PG,IND,0
Jeremy Lin: 2016,36.0,24.5,14.5,43.8,4.3,37.2,3.8,5.1,2.4,1.2,0.4,4.6,50.0,2.2,43.0,0.7,12.0,75.0,PG,BKN,4
John Wall: 2016,78.0,36.4,23.1,45.1,3.5,32.7,4.2,10.7,4.1,2.0,0.6,9.2,54.3,5.7,38.7,0.2,16.9,76.0,PG,WAS,0
Jordan Clarkson: 2016,82.0,29.2,14.7,44.5,4.3,32.9,3.0,2.6,2.0,1.1,0.1,6.0,55.0,2.6,41.7,0.2,8.5,77.0,SG,LAL,4
Karl-Anthony Towns: 2016,82.0,37.0,25.1,54.2,3.4,36.7,12.3,2.7,2.6,0.7,1.3,11.3,62.8,3.5,43.7,11.0,3.5,84.0,C,MIN,5
Kentavious Caldwell-Pope: 2016,76.0,33.3,13.8,39.9,5.8,35.0,3.3,2.5,1.1,1.2,0.2,3.2,46.9,3.3,40.2,0.0,2.9,77.0,SG,DET,4
Kevin Durant: 2016,62.0,33.4,25.1,53.7,5.0,37.5,8.3,4.8,2.2,1.1,1.6,7.4,67.6,4.2,47.3,3.7,5.5,81.0,PF,GSW,5
Kevin Love: 2016,60.0,31.4,19.0,42.7,6.5,37.3,11.1,1.9,2.0,0.9,0.4,5.3,50.9,2.7,40.9,5.6,1.7,82.0,PF,CLE,2
Klay Thompson: 2016,78.0,34.0,22.3,46.8,8.3,41.4,3.7,2.1,1.6,0.8,0.5,4.6,58.7,4.8,44.8,0.9,4.8,79.0,SG,GSW,4
Kyle Lowry: 2016,60.0,37.4,22.4,46.4,7.8,41.2,4.8,7.0,2.9,1.5,0.3,5.8,55.2,1.7,42.2,0.3,12.9,72.0,PG,TOR,0
Kyrie Irving: 2016,72.0,35.1,25.2,47.3,6.1,40.1,3.2,5.8,2.5,1.2,0.3,7.9,51.9,5.7,47.6,0.9,11.9,75.0,PG,CLE,0
LeBron James: 2016,74.0,37.8,26.4,54.8,4.6,36.3,8.6,8.7,4.1,1.2,0.6,9.9,69.7,3.6,36.2,3.9,11.3,80.0,SF,CLE,0
Lou Williams: 2016,81.0,24.6,17.5,42.9,5.5,36.5,2.5,3.0,2.0,1.0,0.2,5.0,52.0,1.8,36.1,0.0,8.0,73.0,SG,HOU,4
Marc Gasol: 2016,74.0,34.2,19.5,45.9,3.6,38.8,6.3,4.6,2.2,0.9,1.3,6.7,53.7,5.3,40.8,10.7,2.5,85.0,C,MEM,5
Marcin Gortat: 2016,82.0,31.2,10.8,57.9,0.0,0.0,10.4,1.5,1.5,0.5,0.7,6.9,60.9,1.3,40.9,3.1,0.1,83.0,C,WAS,3
Nik Stauskas: 2016,80.0,27.3,9.5,39.6,4.5,36.8,2.8,2.4,1.6,0.6,0.4,2.6,46.2,0.9,31.5,0.0,7.0,78.0,SG,PHI,1
Nikola Jokic: 2016,73.0,27.9,16.7,57.8,1.9,32.4,9.8,4.9,2.3,0.8,0.8,7.6,65.8,2.2,51.9,4.6,1.6,82.0,C,DEN,5
Nikola Vucevic: 2016,75.0,28.8,14.6,46.8,1.0,30.7,10.4,2.8,1.6,1.0,1.0,6.8,51.5,6.0,43.4,7.7,2.3,84.0,C,ORL,5
Reggie Jackson: 2016,52.0,27.4,14.5,41.9,3.5,35.9,2.2,5.2,2.2,0.7,0.1,6.0,45.0,3.4,43.0,0.1,11.2,75.0,PG,DET,4
Rudy Gobert: 2016,81.0,33.9,14.0,66.1,0.0,0.0,12.8,1.2,1.8,0.6,2.6,7.7,66.2,0.1,40.0,0.8,0.8,85.0,C,UTA,3
Ryan Anderson: 2016,72.0,29.4,13.6,41.8,7.0,40.3,4.6,0.9,0.8,0.4,0.2,2.4,50.0,1.3,33.7,0.9,1.7,82.0,PF,HOU,1
Seth Curry: 2016,70.0,29.0,12.8,48.1,4.6,42.5,2.6,2.7,1.3,1.1,0.1,2.7,63.0,2.7,43.6,0.0,5.4,74.0,PG,DAL,4
Stephen Curry: 2016,79.0,33.4,25.3,46.8,10.0,41.1,4.5,6.6,3.0,1.8,0.2,5.5,58.2,2.8,45.2,0.3,8.4,75.0,PG,GSW,0
TJ McConnell: 2016,81.0,26.3,6.9,46.1,0.7,20.0,3.1,6.6,2.0,1.7,0.1,4.2,52.4,1.5,39.8,0.1,11.1,74.0,PG,PHI,4
Tim Frazier: 2016,65.0,23.5,7.1,40.3,2.0,31.3,2.7,5.2,1.6,0.9,0.1,3.0,50.0,1.3,35.7,0.1,7.2,73.0,PG,NOP,4
Ty Lawson: 2016,69.0,25.1,9.9,45.4,1.7,28.8,2.6,4.8,1.9,1.1,0.1,3.4,52.9,2.5,44.5,0.1,11.1,71.0,PG,SAC,4
Tyson Chandler: 2016,47.0,27.6,8.4,67.1,0.0,0.0,11.5,0.6,1.4,0.7,0.5,4.8,68.8,0.0,0.0,1.0,0.1,85.0,C,PHX,3
Victor Oladipo: 2016,67.0,33.2,15.9,44.2,5.3,36.1,4.3,2.6,1.8,1.2,0.3,5.6,53.6,3.1,41.7,0.3,6.3,76.0,SG,OKC,4
Andrew Wiggins: 2017,82.0,36.3,17.7,43.8,4.1,33.1,4.4,2.0,1.7,1.1,0.6,7.1,57.7,4.6,31.8,2.5,7.7,80.0,SF,MIN,2
Anthony Davis: 2017,75.0,36.4,28.1,53.4,2.2,34.0,11.1,2.3,2.2,1.5,2.6,11.9,64.7,5.4,36.4,6.4,4.1,82.0,PF,NOP,5
Ben Simmons: 2017,81.0,33.7,15.8,54.5,0.1,0.0,8.1,8.2,3.4,1.7,0.9,10.8,58.3,1.3,27.8,3.2,15.5,82.0,PG,PHI,5
Bojan Bogdanovic: 2017,80.0,30.8,14.3,47.4,4.8,40.2,3.4,1.5,1.3,0.7,0.1,4.4,56.8,1.5,47.9,0.3,4.9,80.0,SF,IND,2
Brandon Ingram: 2017,59.0,33.5,16.1,47.0,1.8,39.0,5.3,3.9,2.5,0.8,0.7,7.4,52.7,3.7,41.2,0.9,10.6,81.0,SF,LAL,4
Brook Lopez: 2017,74.0,23.4,13.0,46.5,4.4,34.5,4.0,1.7,1.3,0.4,1.3,5.3,58.5,1.0,40.3,5.5,1.9,84.0,C,LAL,2
Buddy Hield: 2017,80.0,25.3,13.5,44.6,5.1,43.1,3.8,1.9,1.6,1.1,0.3,3.5,51.4,3.1,41.5,0.0,4.4,76.0,SG,SAC,4
Cameron Payne: 2017,25.0,23.3,8.8,40.5,3.6,38.5,2.8,4.5,1.4,1.0,0.4,3.8,44.7,1.2,33.3,0.0,6.2,75.0,PG,CHI,4
Caris LeVert: 2017,71.0,26.2,12.1,43.5,3.5,34.7,3.7,4.2,2.2,1.2,0.3,5.8,51.7,1.1,32.1,0.0,11.0,79.0,SF,BKN,4
Carmelo Anthony: 2017,78.0,32.1,16.2,40.4,6.1,35.7,5.8,1.3,1.3,0.6,0.6,3.0,53.3,5.9,39.3,3.6,1.7,80.0,PF,OKC,2
Chris Paul: 2017,58.0,31.8,18.6,46.0,6.5,38.0,5.4,7.9,2.2,1.7,0.2,4.1,51.2,3.1,53.9,1.3,11.7,72.0,PG,HOU,0
Damian Lillard: 2017,73.0,36.6,26.9,43.9,8.6,36.1,4.5,6.6,2.8,1.1,0.4,7.5,50.7,3.3,47.9,0.0,12.6,75.0,PG,POR,0
Danilo Gallinari: 2017,21.0,32.0,15.3,39.8,5.3,32.4,4.8,2.0,1.2,0.6,0.5,3.8,47.4,3.0,42.2,2.3,5.0,82.0,SF,LAC,2
DeMar DeRozan: 2017,80.0,33.9,23.0,45.6,3.6,31.0,3.9,5.2,2.2,1.1,0.3,7.7,55.8,6.3,42.5,1.2,16.3,79.0,SG,TOR,0
DeMarcus Cousins: 2017,48.0,36.2,25.2,47.0,6.1,35.4,12.9,5.4,5.0,1.6,1.6,10.1,56.4,1.9,33.3,7.5,9.3,83.0,C,NOP,5
Dennis Schroder: 2017,67.0,31.0,19.4,43.6,3.9,29.0,3.1,6.2,2.7,1.1,0.1,8.0,50.0,5.2,44.8,0.0,16.4,73.0,PG,ATL,0
Dennis Smith Jr: 2017,69.0,29.7,15.2,39.5,4.9,31.3,3.8,5.2,2.8,1.0,0.3,6.9,49.3,3.0,30.6,0.3,12.7,75.0,PG,DAL,4
Denzel Valentine: 2017,77.0,27.2,10.2,41.7,4.8,38.6,5.1,3.2,1.3,0.8,0.1,2.8,53.6,1.8,34.8,0.0,4.9,78.0,SG,CHI,1
Derrick Favors: 2017,77.0,28.0,12.3,56.3,0.8,22.2,7.2,1.3,1.1,0.7,1.1,6.5,66.2,1.8,35.2,1.8,0.2,82.0,C,UTA,3
Dwyane Wade: 2017,67.0,22.9,11.4,43.8,1.7,28.8,3.8,3.4,2.1,0.9,0.7,5.4,55.6,3.2,33.5,2.0,6.2,76.0,SG,MIA,4
Elfrid Payton: 2017,63.0,28.7,12.7,49.3,1.5,32.6,4.3,6.2,2.7,1.3,0.3,7.8,55.1,1.3,37.5,0.1,11.8,76.0,PG,PHX,4
Goran Dragic: 2017,75.0,31.7,17.3,45.0,4.0,37.0,4.1,4.8,2.2,0.8,0.2,7.2,52.8,3.1,36.9,0.2,14.6,75.0,PG,MIA,4
Hassan Whiteside: 2017,54.0,25.3,14.0,54.0,0.0,100.0,11.4,1.0,1.7,0.7,1.7,8.8,56.8,1.9,34.3,4.4,0.9,84.0,C,MIA,2
JJ Barea: 2017,69.0,23.2,11.6,43.9,4.5,36.7,2.9,6.3,2.1,0.5,0.0,4.0,55.0,1.4,39.2,0.0,9.5,72.0,PG,DAL,4
Jae Crowder: 2017,80.0,26.1,9.7,40.4,4.3,32.3,3.4,1.2,0.9,0.8,0.3,2.7,59.3,1.4,30.4,0.5,2.0,78.0,SF,UTA,1
James Harden: 2017,72.0,35.4,30.4,44.9,10.0,36.7,5.4,8.8,4.4,1.8,0.7,8.4,56.0,1.8,39.1,1.4,17.1,77.0,SG,HOU,0
Jeff Teague: 2017,70.0,33.0,14.2,44.6,3.3,36.8,3.0,7.0,2.5,1.5,0.3,6.4,50.0,1.7,39.7,0.1,14.0,74.0,PG,MIN,0
Jimmy Butler: 2017,59.0,36.7,22.2,47.4,3.4,35.0,5.3,4.9,1.8,2.0,0.4,7.2,59.7,5.0,38.6,2.6,12.1,80.0,SG,MIN,0
Joel Embiid: 2017,63.0,30.4,22.9,48.3,3.4,30.8,11.0,3.2,3.7,0.6,1.8,8.8,56.8,4.7,44.0,13.8,3.3,84.0,C,PHI,5
John Wall: 2017,41.0,34.4,19.4,42.0,4.1,37.1,3.7,9.6,3.9,1.4,1.1,7.1,54.9,5.1,28.1,0.2,15.4,76.0,PG,WAS,0
Jonathon Simmons: 2017,69.0,29.4,13.9,46.5,3.0,33.8,3.5,2.5,2.1,0.8,0.2,6.0,55.0,2.0,40.7,0.7,10.0,78.0,SG,ORL,4
Josh Hart: 2017,63.0,23.2,7.9,46.9,3.1,39.6,4.2,1.3,0.7,0.7,0.3,2.4,58.3,0.5,31.0,0.1,1.9,77.0,SG,LAL,1
Josh Jackson: 2017,77.0,25.4,13.1,41.7,2.8,26.3,4.6,1.5,1.9,1.0,0.5,7.0,48.6,2.3,37.7,0.2,6.5,80.0,SF,PHX,4
Karl-Anthony Towns: 2017,82.0,35.6,21.3,54.5,3.5,42.1,12.3,2.4,1.9,0.8,1.4,8.5,61.2,2.3,47.9,6.5,2.6,84.0,C,MIN,5
Kevin Durant: 2017,68.0,34.2,26.4,51.6,6.1,41.9,6.8,5.4,3.0,0.7,1.8,6.1,63.9,5.8,49.4,4.3,5.7,81.0,SF,GSW,5
Kevin Love: 2017,59.0,28.0,17.6,45.8,5.6,41.5,9.3,1.7,1.5,0.7,0.4,4.8,54.2,2.0,39.3,4.5,1.4,82.0,C,CLE,2
Kristaps Porzingis: 2017,48.0,32.4,22.7,43.9,4.8,39.5,6.6,1.2,1.9,0.8,2.4,7.1,49.3,6.8,40.2,8.0,2.5,87.0,PF,NYK,5
Kyle Korver: 2017,73.0,21.6,9.2,45.9,5.2,43.6,2.3,1.2,0.8,0.4,0.4,0.7,57.1,0.9,46.9,0.0,0.4,79.0,SG,CLE,1
LaMarcus Aldridge: 2017,75.0,33.4,23.1,51.0,1.2,29.3,8.5,2.0,1.5,0.6,1.2,9.4,59.6,7.4,42.5,13.9,1.4,83.0,C,SAS,5
Lance Stephenson: 2017,82.0,22.6,9.2,42.7,2.8,28.9,5.2,2.9,1.6,0.6,0.2,3.5,54.3,2.3,40.7,0.1,5.5,78.0,SG,IND,1
